13312310976	20180505	allen	129.2
13312310976	20180510	zora	234.87
13312310976	20180501	rose	28.9
13312310976	20180503	jack	3234.9
13312310976	20180505	rose	228.5
13312310976	20180505	rose	257.5
13312310976	20180511	zora	124.5
13312310976	20180515	jack	334.6
13312310976	20180517	rose	328.0
13312310976	20180521	allen	49.75
13312310976	20180517	jack	710.0
13312310976	20180530	allen	218.88
13312310976	20180510	allen	321.2
13312310976	20180531	zora	234.87
13312310976	20180502	rose	34.9
13312310976	20180503	jack	44.9
13312310976	20180504	rose	228.5
13312310976	20180507	rose	257.5
13312310976	20180517	zora	98.5
13312310976	20180519	jack	334.6
13312310976	20180505	rose	21.0
13312310976	20180520	allen	65.3
13312310976	20180505	jack	321.0
13312310976	20180521	allen	87.9
